Name,Album,Artist,URL,Language
Hamari Adhuri Kahani (Title Track),Hamari Adhuri Kahani (Original Motion Picture Soundtrack),Jeet Gannguli,https://open.spotify.com/track/3HiobOOpSpMsi95WBKPBYk,hindi
Ae Dil Hai Mushkil Title Track,Ae Dil Hai Mushkil (Original Motion Picture Soundtrack) [Deluxe Edition],Pritam,https://open.spotify.com/track/1UWacd8x8tPPwmrPB1MoBI,hindi
"Pardesiya - From ""Param Sundari""","Pardesiya (From ""Param Sundari"")",Sachin-Jigar,https://open.spotify.com/track/0q84FggW57NXGtLHoetS0Y,hindi
"Agar Tum Saath Ho (From ""Tamasha"")",Love Forever With Arijit Singh,Arijit Singh,https://open.spotify.com/track/2FCXQHugkoHE1K3tiDu8pu,hindi
Saiyaara,Saiyaara,Various Artists,https://open.spotify.com/track/5SSZtFWdrmFV4MxtlRA13N,hindi
Tum Hi Ho,Aashiqui 2,Mithoon,https://open.spotify.com/track/56zZ48jdyY2oDXHVnwg5Di,hindi
"Tujhe Kitna Chahne Lage (From ""Kabir Singh"")","Tujhe Kitna Chahne Lage (From ""Kabir Singh"")",Arijit Singh,https://open.spotify.com/track/2Fv2injs4qAm8mJBGaxVKU,hindi
"Bijuria (From ""Sunny Sanskari Ki Tulsi Kumari"")","Bijuria (From ""Sunny Sanskari Ki Tulsi Kumari"")",Tanishk Bagchi,https://open.spotify.com/track/2YRq6fQNSst2avCR6qhzSK,hindi
"Raanjhan (From ""Do Patti"")","Raanjhan (From ""Do Patti"")",Sachet-Parampara,https://open.spotify.com/track/4vHRQnzGcKEtqsLH70tAms,hindi
For A Reason,P-POP CULTURE,Karan Aujla,https://open.spotify.com/track/0cYohCh24y1aMjJmcS9RBl,hindi
Jhol - Acoustic,Jhol - Acoustic,Maanu,https://open.spotify.com/track/44LaY2y6wRRlSRjsqbKnuU,hindi
"Tu Pehli Tu Aakhri (From ""The Ba***ds Of Bollywood"")","Tu Pehli Tu Aakhri (From ""The Ba***ds Of Bollywood"")",Shashwat Sachdev,https://open.spotify.com/track/59NxpNfVn6odonnpGK7yHI,hindi
"Ve Kamleya (From ""Rocky Aur Rani Kii Prem Kahaani"")","Ve Kamleya (From ""Rocky Aur Rani Kii Prem Kahaani"")",Pritam,https://open.spotify.com/track/6EivvaEepVTjmDde43eGiB,hindi
"Humdard (From ""Ek Villain"")",Ultimate Love Songs - Arijit Singh,Arijit Singh,https://open.spotify.com/track/2PvaburAUlhNHxVhw5lvOq,hindi
Kashish,Kashish,Ashish Bhatia,https://open.spotify.com/track/3anHs4ijBd3Iw0E0fBPwtH,hindi
Hasi - Male Version,Hamari Adhuri Kahani (Original Motion Picture Soundtrack),Jeet Gannguli,https://open.spotify.com/track/32765xcLM1fd6wQIpkN9A0,hindi
Die With A Smile,Die With A Smile,Lady Gaga,https://open.spotify.com/track/2plbrEY59IikOBgBGLjaoe,hindi
"Kaise Hua (From ""Kabir Singh"")","Kaise Hua (From ""Kabir Singh"")",Vishal Mishra,https://open.spotify.com/track/1y1rQTkWmrZdJmjwuK07GC,hindi
"Preet Re - From ""Dhadak 2""","Preet Re (From ""Dhadak 2"")",Darshan Raval,https://open.spotify.com/track/5IWLDqsSnQgBjXGiryDtTk,hindi
Tera Chehra,Sanam Teri Kasam (Original Motion Picture Soundtrack),Himesh Reshammiya,https://open.spotify.com/track/3trnNo4KeaUlFuUiV7iRCj,hindi
"Sajde - From ""Lost;Found""","Sajde (From ""Lost;Found"")",Faheem Abdullah,https://open.spotify.com/track/6lXXUx3PwJ4B4cln5FJfzo,hindi
Tera Fitoor,Genius (Original Motion Picture Soundtrack),Himesh Reshammiya,https://open.spotify.com/track/1YMLgvsQdE27r30q0fsLeV,hindi
Night Changes,FOUR (Deluxe),One Direction,https://open.spotify.com/track/5O2P9iiztwhomNh8xkR9lJ,hindi
"Sajni (From ""Laapataa Ladies"")","Sajni (From ""Laapataa Ladies"")",Ram Sampath,https://open.spotify.com/track/5zCnGtCl5Ac5zlFHXaZmhy,hindi
Kahani Meri,Kahani Meri,Manish S Sharmaa,https://open.spotify.com/track/5iguTmy7FFCPYQs06w7QPM,hindi
Pehle Bhi Main,ANIMAL,Manan Bhardwaj,https://open.spotify.com/track/7yDHHVKLbvDmVw1XXhDDIO,hindi
Phir Bhi Tumko Chaahunga,The Arijit Singh Collection,Arijit Singh,https://open.spotify.com/track/1fcCPXmH4vUzG6UQTTjZp5,hindi
AZUL,AZUL,Guru Randhawa,https://open.spotify.com/track/1XwOA83wulFYtimOir6MUL,hindi
"Ishq - From ""Lost;Found""","Ishq (From ""Lost;Found"")",Faheem Abdullah,https://open.spotify.com/track/7hDoxkN20lLb06zifzYnD2,hindi
Fiqr Na Karo,Fiqr Na Karo,Omar Mukhtar,https://open.spotify.com/track/4LAS8j4UMbzX0hnZVUJDZ0,hindi
Jeena Jeena,Badlapur (Original Motion Picture Soundtrack),Sachin-Jigar,https://open.spotify.com/track/2GXXZFUxYg2LvG8SR0byOE,hindi
Ae Yaad,Ae Yaad,Faheem Abdullah,https://open.spotify.com/track/4JAZ4HQ2nioJSD9aykVCEq,hindi
"Mann Bharryaa 2.0 (From ""Shershaah"")","Mann Bharryaa 2.0 (From ""Shershaah"")",B Praak,https://open.spotify.com/track/3jf5303mzzJ96O8xFTcEn4,hindi
Dil O Jaan,Dil O Jaan,Mani Manjot,https://open.spotify.com/track/4xH9L4N8KncQPzDf9T3CCT,hindi
Kabira,Yeh Jawaani Hai Deewani,Pritam,https://open.spotify.com/track/4bD9z9qa4qg9BhryvYWB7c,hindi
Blinding Lights,After Hours,The Weeknd,https://open.spotify.com/track/0VjIjW4GlUZAMYd2vXMi3b,hindi
All The Stars (with SZA),Black Panther The Album Music From And Inspired By,Kendrick Lamar,https://open.spotify.com/track/7dMBU2Kf4vmvwfVLW6yb6P,hindi
"Bolna (From ""Kapoor & Sons (Since 1921)"")","Bolna (From ""Kapoor & Sons (Since 1921)"")",Tanishk Bagchi,https://open.spotify.com/track/3GrCQPpKqKzOcKfMAoqn82,hindi
"Neend Bhi Teri - From ""Nishaanchi""",Nishaanchi (Original Motion Picture Soundtrack),Manan Bhardwaj,https://open.spotify.com/track/64hyDz1OrRcGzO4Zn18EmA,hindi
"Ranjha (From ""Shershaah"")","Ranjha (From ""Shershaah"")",Jasleen Royal,https://open.spotify.com/track/72zHuDxFQTjbL51qJQSA7j,hindi
"Panwadi (From ""Sunny Sanskari Ki Tulsi Kumari"")","Panwadi (From ""Sunny Sanskari Ki Tulsi Kumari"")",Khesari Lal Yadav,https://open.spotify.com/track/6aMoxZbGxqRkyNKAlkzIpP,hindi
"Woh Lamhe Woh Baatein - From ""Zeher""",Zeher (Original Motion Picture Soundtrack),Various Artists,https://open.spotify.com/track/21kImg7AxLbl7rrciuAwoB,hindi
"Bheegi Saree - From ""Param Sundari""","Bheegi Saree (From ""Param Sundari"")",Sachin-Jigar,https://open.spotify.com/track/3z47FzesU0MyJKwpCGxOMp,hindi
"Tere Hawaale (From ""Laal Singh Chaddha"")","Tere Hawaale (From ""Laal Singh Chaddha"")",Pritam,https://open.spotify.com/track/4blqlsA1uf2d2I40E90EUC,hindi
"Deewaniyat (From ""Ek Deewane Ki Deewaniyat"") (Original Motion Picture Soundtrack)","Deewaniyat (From ""Ek Deewane Ki Deewaniyat"") (Original Motion Picture Soundtrack)",Vishal Mishra,https://open.spotify.com/track/3EKHZNd0qflQK8UImpUu3k,hindi
"Birwa - From ""Nishaanchi""",Nishaanchi (Original Motion Picture Soundtrack),Manan Bhardwaj,https://open.spotify.com/track/3P9z0SY4sw9BuSBia5bvK5,hindi
"O Bedardeya (From ""Tu Jhoothi Main Makkaar"")","O Bedardeya (From ""Tu Jhoothi Main Makkaar"")",Pritam,https://open.spotify.com/track/0czcoKJbJt08NqKrvSbbz7,hindi
Baarishein,Baarishein,Anuv Jain,https://open.spotify.com/track/3WLJ7D5kh44K5eJ1NqZQ6W,hindi
Koi Apna Hoga,Koi Apna Hoga,Tony Kakkar,https://open.spotify.com/track/6RUULxjhTSosRJjky2PTtK,hindi
Humsafar,Badrinath Ki Dulhania,Tanishk Bagchi,https://open.spotify.com/track/6TFESXMfJJWwccviaxGAMa,hindi
Starboy,Starboy,The Weeknd,https://open.spotify.com/track/7MXVkk9YMctZqd1Srtv4MB,hindi
Kagaz Ke Makaan,Kagaz Ke Makaan,Ruhfikra,https://open.spotify.com/track/5z31HkW3Ucf9LrlvXZeDxw,hindi
"Bandeya - From ""Dil Juunglee""","Bandeya (From ""Dil Juunglee"")",Shaarib Toshi,https://open.spotify.com/track/6gwnKOvdBKkTU4CQ7KpIAu,hindi
Main Dhoondne Ko Zamaane Mein,Heartless,Gaurav Dagaonkar,https://open.spotify.com/track/75p6BrziB5urmwPCeXl3y7,hindi
Solo,Solo,Kanika Malhotra,https://open.spotify.com/track/04y9OkWGTbRDLY8HHXYJEC,hindi
"Aadat - From ""Kalyug""",Kalyug (Original Motion Picture Soundtrack),Various Artists,https://open.spotify.com/track/5VrLz2NUTLbPzgjuVOjxUx,hindi
Night Changes,FOUR (Deluxe),One Direction,https://open.spotify.com/track/5O2P9iiztwhomNh8xkR9lJ,hindi
"Saware (From ""Phantom"")",Ultimate Love Songs - Arijit Singh,Arijit Singh,https://open.spotify.com/track/2y0hUGvHaKm2p5xmJF4HBe,hindi
farebi,farebi,Vasu Raina,https://open.spotify.com/track/0IweqwBllDlpcP1ekPY4KH,hindi
Mehrama,Love Aaj Kal (Original Motion Picture Soundtrack),Pritam,https://open.spotify.com/track/6cUOiOY5qh2FpIQWIYAd2h,hindi
SONYA,SONYA,GXRNOOR,https://open.spotify.com/track/2G3pGjquNXEeK6kIIG2Un3,hindi
Banjaara,Ek Villain,Mithoon,https://open.spotify.com/track/4eFnk661RcdOuH9ajiTO3j,hindi
Unse Jaake Kehdo,Unse Jaake Kehdo,Justh,https://open.spotify.com/track/0dIx5mpqRNeddiezetQH1X,hindi
"Bekhayali (From ""Kabir Singh"")","Bekhayali (From ""Kabir Singh"")",Sachet Tandon,https://open.spotify.com/track/1feANd8EfcDP5UqSvbheM3,hindi
Soch Na Sake,Airlift,Amaal Mallik,https://open.spotify.com/track/6mTvwBzWTGDOVeCNQEqtOE,hindi
Hawa Banke,Hawa Banke,Darshan Raval,https://open.spotify.com/track/1L3Nsi7YXtBxTdnbqektia,hindi
"Pardesiya - From ""Param Sundari""","Pardesiya (From ""Param Sundari"")",Sachin-Jigar,https://open.spotify.com/track/0q84FggW57NXGtLHoetS0Y,hindi
Kalank - Title Track,Kalank (Original Motion Picture Soundtrack),Pritam,https://open.spotify.com/track/7G5wpuR61ABrT7R1snos7C,hindi
Sanam Teri Kasam,Sanam Teri Kasam (Original Motion Picture Soundtrack),Himesh Reshammiya,https://open.spotify.com/track/1PDREqVNvmphIoNac3Vz8c,hindi
"Phir Mohabbat (From ""Murder 2"")",Ultimate Love Songs - Arijit Singh,Arijit Singh,https://open.spotify.com/track/4RCd3Gdtt3dNedof64hqRD,hindi
Galliyan,Ek Villain,Mithoon,https://open.spotify.com/track/3ySVdXje5nm31d7vL3jNV3,hindi
Naina,Dangal (Original Motion Picture Soundtrack),Pritam,https://open.spotify.com/track/7w5Je2ouh5Zxp5nfaGitvy,hindi
Die With A Smile,Die With A Smile,Lady Gaga,https://open.spotify.com/track/2plbrEY59IikOBgBGLjaoe,hindi
"Thodi Jagah (From ""Marjaavaan"")","Thodi Jagah (From ""Marjaavaan"")",Arijit Singh,https://open.spotify.com/track/3f0wz6zcA7XkQiGm0qNF5r,hindi
Toot Gaya,Broken,Asees Kaur,https://open.spotify.com/track/28vq8tUVGxs6Xk8F1VceDa,hindi
Kahani Suno 2.0,Kahani Suno 2.0,Kaifi Khalil,https://open.spotify.com/track/4VsP4Dm8gsibRxB5I2hEkw,hindi
Choo Lo,Aalas Ka Pedh,The Local Train,https://open.spotify.com/track/0rlLBWFFTQiOWi963SH9bb,hindi
Mujhe Peene Do,Mujhe Peene Do,Darshan Raval,https://open.spotify.com/track/3FbZoPzEaUBOD84l1FwFEH,hindi
STAY (with Justin Bieber),STAY (with Justin Bieber),The Kid LAROI,https://open.spotify.com/track/5HCyWlXZPP0y6Gqq8TgA20,hindi
